key,spec
FSProbe_Test_WithDG_F3_R32C05,[1113.98~930.02]
FSProbe_Test_WithDG_F3_R32C06,[1151.04~960.96]
FSProbe_Test_WithDG_F3_R32C07,[1090~910]
FSProbe_Test_WithDG_F3_R32C08,[1090~910]
FSProbe_Test_WithDG_F3_R32C09,[1120.52~935.48]
FSProbe_Test_WithDG_F3_RXCM_R00,[256.0659~184.0552]
FSProbe_Test_WithDG_F3_RXCM_R04,[184.8854~72.2338]
FSProbe_Test_WithDG_F3_RXCM_R08,[217.2482~169.5764]
FSProbe_Test_WithDG_F3_RXCM_R16,[213.1471~177.4965]
FSProbe_Test_WithDG_F3_RXCM_R24,[217.4902~171.8143]
FSProbe_Test_WithDG_F3_RXCM_R27,[181.0084~99.9418]
FSProbe_Test_WithDG_F3_RXCM_R31,[463.3296~320.7851]
FSProbe_Test_WithDG_F3_RXCM_R32,[544.8164~390.4497]
FSProbe_Test_WithDG_F4_R00C09,[1140~860]
FSProbe_Test_WithDG_F4_R04C00,[1140~860]
FSProbe_Test_WithDG_F4_R08C11,[1090~910]
FSProbe_Test_WithDG_F4_R16C07,[1090~910]
FSProbe_Test_WithDG_F4_R24C03,[1090~910]
FSProbe_Test_WithDG_F4_R27C14,[1140~860]
FSProbe_Test_WithDG_F4_R31C05,[1110.71~927.29]
FSProbe_Test_WithDG_F4_R31C06,[1202.27~1003.73]
FSProbe_Test_WithDG_F4_R31C07,[1090~910]
FSProbe_Test_WithDG_F4_R31C08,[1090~910]
FSProbe_Test_WithDG_F4_R31C09,[1098.72~917.28]
FSProbe_Test_WithDG_F4_R32C01,[1140~860]
FSProbe_Test_WithDG_F4_R32C05,[1113.98~930.02]
FSProbe_Test_WithDG_F4_R32C06,[1151.04~960.96]
FSProbe_Test_WithDG_F4_R32C07,[1090~910]
FSProbe_Test_WithDG_F4_R32C08,[1090~910]
FSProbe_Test_WithDG_F4_R32C09,[1120.52~935.48]
FSProbe_Test_WithDG_F4_RXCM_R00,[255.8667~184.0535]
FSProbe_Test_WithDG_F4_RXCM_R04,[184.7357~72.2474]
FSProbe_Test_WithDG_F4_RXCM_R08,[213.7777~169.4797]
FSProbe_Test_WithDG_F4_RXCM_R16,[221.3272~167.4814]
FSProbe_Test_WithDG_F4_RXCM_R24,[217.3121~170.9915]
FSProbe_Test_WithDG_F4_RXCM_R27,[175.613~101.2607]
FSProbe_Test_WithDG_F4_RXCM_R31,[463.4045~321.1935]
FSProbe_Test_WithDG_F4_RXCM_R32,[557.6828~391.5273]
FSProbe_Test_WithDGCorrTC_F0_R31C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R31C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R31C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R31C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R31C09,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R32C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R32C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R32C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R32C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F0_R32C09,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R31C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R31C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R31C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R31C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R31C09,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R32C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R32C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R32C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R32C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F2_R32C09,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R31C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R31C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R31C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R31C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R31C09,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R32C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R32C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R32C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R32C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F3_R32C09,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R31C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R31C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R31C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R31C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R31C09,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R32C05,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R32C06,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R32C07,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R32C08,[1090~910]
FSProbe_Test_WithDGCorrTC_F4_R32C09,[1090~910]
M_ProjCoef_MEAN_MC_F0_IMG0_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG0_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG0_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG0_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG1_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG1_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG1_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG1_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG2_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG2_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG2_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG2_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG3_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG3_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG3_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG3_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG4_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG4_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG4_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG4_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG5_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG5_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG5_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F0_IMG5_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG0_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG0_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG0_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG0_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG1_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG1_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG1_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG1_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG2_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG2_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG2_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG2_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG3_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG3_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG3_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG3_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG4_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG4_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG4_S2,[1.5938~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG4_S3,[3.9772~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG5_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG5_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG5_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F2_IMG5_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG0_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG0_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG0_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG0_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG1_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG1_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG1_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG1_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG2_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG2_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG2_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG2_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG3_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG3_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG3_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG3_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG4_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG4_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG4_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG4_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG5_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG5_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG5_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F3_IMG5_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG0_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG0_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG0_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG0_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG1_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG1_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG1_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG1_S3,[7.8684~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG2_S0,[1573.723~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG2_S1,[32.8068~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG2_S2,[8.7339~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG2_S3,[10.5849~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG3_S0,[255.4221~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG3_S1,[6.6981~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG3_S2,[1.7938~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG3_S3,[4.9772~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG4_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG4_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG4_S2,[1.7938~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG4_S3,[6.4387~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG5_S0,[208.7909~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG5_S1,[5.2711~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG5_S2,[1.237~0.000000001]
M_ProjCoef_MEAN_MC_F4_IMG5_S3,[2.563~0.000000001]
M_ProjCoef_MEAN_RXCM_F0_IMG0_S0,[374.6480205~0]
M_ProjCoef_MEAN_RXCM_F0_IMG0_S1,[15.471~0]
M_ProjCoef_MEAN_RXCM_F0_IMG0_S2,[8.54205~0]
M_ProjCoef_MEAN_RXCM_F0_IMG0_S3,[8.54205~0]
M_ProjCoef_MEAN_RXCM_F0_IMG1_S0,[146.089011~0]
M_ProjCoef_MEAN_RXCM_F0_IMG1_S1,[6.6753~0]
M_ProjCoef_MEAN_RXCM_F0_IMG1_S2,[8.54205~0]
M_ProjCoef_MEAN_RXCM_F0_IMG1_S3,[8.54205~0]
M_ProjCoef_MEAN_RXCM_F0_IMG2_S0,[16.2565785~0]
M_ProjCoef_MEAN_RXCM_F0_IMG2_S1,[6.6753~0]
M_ProjCoef_MEAN_RXCM_F0_IMG2_S2,[8.54205~0]
M_ProjCoef_MEAN_RXCM_F0_IMG2_S3,[8.54205~0]
M_ProjCoef_MEAN_RXCM_F0_IMG3_S0,[59.3374~0]
M_ProjCoef_MEAN_RXCM_F0_IMG3_S1,[3.13755~0]
M_ProjCoef_MEAN_RXCM_F0_IMG3_S2,[2.8473~0]
M_ProjCoef_MEAN_RXCM_F0_IMG3_S3,[2.8473~0]
M_ProjCoef_MEAN_RXCM_F0_IMG4_S0,[19.702623~0]
M_ProjCoef_MEAN_RXCM_F0_IMG4_S1,[3.10395~0]
M_ProjCoef_MEAN_RXCM_F0_IMG4_S2,[2.8473~0]
M_ProjCoef_MEAN_RXCM_F0_IMG4_S3,[2.8473~0]
M_ProjCoef_MEAN_RXCM_F0_IMG5_S0,[2.1105~0]
M_ProjCoef_MEAN_RXCM_F0_IMG5_S1,[2.2251~0]
M_ProjCoef_MEAN_RXCM_F0_IMG5_S2,[2.8473~0]
M_ProjCoef_MEAN_RXCM_F0_IMG5_S3,[2.8473~0]
M_ProjCoef_MEAN_RXCM_F2_IMG0_S0,[247.5557~0]
M_ProjCoef_MEAN_RXCM_F2_IMG0_S1,[5.25345~0]
M_ProjCoef_MEAN_RXCM_F2_IMG0_S2,[6.97395~0]
M_ProjCoef_MEAN_RXCM_F2_IMG0_S3,[6.97395~0]
M_ProjCoef_MEAN_RXCM_F2_IMG1_S0,[271.6913985~0]
M_ProjCoef_MEAN_RXCM_F2_IMG1_S1,[6.4206~0]
M_ProjCoef_MEAN_RXCM_F2_IMG1_S2,[6.97395~0]
M_ProjCoef_MEAN_RXCM_F2_IMG1_S3,[6.97395~0]
M_ProjCoef_MEAN_RXCM_F2_IMG2_S0,[79.6929~0]
M_ProjCoef_MEAN_RXCM_F2_IMG2_S1,[5.25345~0]
M_ProjCoef_MEAN_RXCM_F2_IMG2_S2,[6.97395~0]
M_ProjCoef_MEAN_RXCM_F2_IMG2_S3,[15.2739~0]
M_ProjCoef_MEAN_RXCM_F2_IMG3_S0,[209.9371~0]
M_ProjCoef_MEAN_RXCM_F2_IMG3_S1,[3.35565~0]
M_ProjCoef_MEAN_RXCM_F2_IMG3_S2,[2.3247~0]
M_ProjCoef_MEAN_RXCM_F2_IMG3_S3,[2.3247~0]
M_ProjCoef_MEAN_RXCM_F2_IMG4_S0,[119.0409~0]
M_ProjCoef_MEAN_RXCM_F2_IMG4_S1,[2.8344~0]
M_ProjCoef_MEAN_RXCM_F2_IMG4_S2,[6.0975~0]
M_ProjCoef_MEAN_RXCM_F2_IMG4_S3,[2.38335~0]
M_ProjCoef_MEAN_RXCM_F2_IMG5_S0,[2.1240675~0]
M_ProjCoef_MEAN_RXCM_F2_IMG5_S1,[1.7511~0]
M_ProjCoef_MEAN_RXCM_F2_IMG5_S2,[2.3247~0]
M_ProjCoef_MEAN_RXCM_F2_IMG5_S3,[2.3247~0]
M_ProjCoef_MEAN_RXCM_F3_IMG0_S0,[401.996~0]
M_ProjCoef_MEAN_RXCM_F3_IMG0_S1,[10.88715~0]
M_ProjCoef_MEAN_RXCM_F3_IMG0_S2,[6.12225~0]
M_ProjCoef_MEAN_RXCM_F3_IMG0_S3,[6.12225~0]
M_ProjCoef_MEAN_RXCM_F3_IMG1_S0,[228.637~0]
M_ProjCoef_MEAN_RXCM_F3_IMG1_S1,[3.7395~0]
M_ProjCoef_MEAN_RXCM_F3_IMG1_S2,[6.12225~0]
M_ProjCoef_MEAN_RXCM_F3_IMG1_S3,[6.12225~0]
M_ProjCoef_MEAN_RXCM_F3_IMG2_S0,[95.093~0]
M_ProjCoef_MEAN_RXCM_F3_IMG2_S1,[5.0343~0]
M_ProjCoef_MEAN_RXCM_F3_IMG2_S2,[6.12225~0]
M_ProjCoef_MEAN_RXCM_F3_IMG2_S3,[6.12225~0]
M_ProjCoef_MEAN_RXCM_F3_IMG3_S0,[149.041902~0]
M_ProjCoef_MEAN_RXCM_F3_IMG3_S1,[4.347~0]
M_ProjCoef_MEAN_RXCM_F3_IMG3_S2,[2.04075~0]
M_ProjCoef_MEAN_RXCM_F3_IMG3_S3,[2.04075~0]
M_ProjCoef_MEAN_RXCM_F3_IMG4_S0,[144.1368~0]
M_ProjCoef_MEAN_RXCM_F3_IMG4_S1,[3.93015~0]
M_ProjCoef_MEAN_RXCM_F3_IMG4_S2,[2.3244~0]
M_ProjCoef_MEAN_RXCM_F3_IMG4_S3,[2.04075~0]
M_ProjCoef_MEAN_RXCM_F3_IMG5_S0,[2.1246705~0]
M_ProjCoef_MEAN_RXCM_F3_IMG5_S1,[1.2465~0]
M_ProjCoef_MEAN_RXCM_F3_IMG5_S2,[2.04075~0]
M_ProjCoef_MEAN_RXCM_F3_IMG5_S3,[2.04075~0]
M_ProjCoef_MEAN_RXCM_F4_IMG0_S0,[252.0921~0]
M_ProjCoef_MEAN_RXCM_F4_IMG0_S1,[6.576~0]
M_ProjCoef_MEAN_RXCM_F4_IMG0_S2,[6.33885~0]
M_ProjCoef_MEAN_RXCM_F4_IMG0_S3,[6.33885~0]
M_ProjCoef_MEAN_RXCM_F4_IMG1_S0,[266.4859005~0]
M_ProjCoef_MEAN_RXCM_F4_IMG1_S1,[8.42175~0]
M_ProjCoef_MEAN_RXCM_F4_IMG1_S2,[6.33885~0]
M_ProjCoef_MEAN_RXCM_F4_IMG1_S3,[6.33885~0]
M_ProjCoef_MEAN_RXCM_F4_IMG2_S0,[120.350961~0]
M_ProjCoef_MEAN_RXCM_F4_IMG2_S1,[9.9435~0]
M_ProjCoef_MEAN_RXCM_F4_IMG2_S2,[6.33885~0]
M_ProjCoef_MEAN_RXCM_F4_IMG2_S3,[6.33885~0]
M_ProjCoef_MEAN_RXCM_F4_IMG3_S0,[237.514665~0]
M_ProjCoef_MEAN_RXCM_F4_IMG3_S1,[4.1109~0]
M_ProjCoef_MEAN_RXCM_F4_IMG3_S2,[2.1129~0]
M_ProjCoef_MEAN_RXCM_F4_IMG3_S3,[2.36475~0]
M_ProjCoef_MEAN_RXCM_F4_IMG4_S0,[172.3876~0]
M_ProjCoef_MEAN_RXCM_F4_IMG4_S1,[5.50455~0]
M_ProjCoef_MEAN_RXCM_F4_IMG4_S2,[3.83415~0]
M_ProjCoef_MEAN_RXCM_F4_IMG4_S3,[4.7019~0]
M_ProjCoef_MEAN_RXCM_F4_IMG5_S0,[2.129193~0]
M_ProjCoef_MEAN_RXCM_F4_IMG5_S1,[1.5222~0]
M_ProjCoef_MEAN_RXCM_F4_IMG5_S2,[2.1129~0]
M_ProjCoef_MEAN_RXCM_F4_IMG5_S3,[2.1129~0]
M_ProjCoef_MEAN_SPA_F0_IMG0_S0,[47.147766~0]
M_ProjCoef_MEAN_SPA_F0_IMG0_S1,[2.8149~0]
M_ProjCoef_MEAN_SPA_F0_IMG0_S2,[0.5196~0]
M_ProjCoef_MEAN_SPA_F0_IMG0_S3,[0.5595~0]
M_ProjCoef_MEAN_SPA_F0_IMG1_S0,[33.873324~0]
M_ProjCoef_MEAN_SPA_F0_IMG1_S1,[1.1052~0]
M_ProjCoef_MEAN_SPA_F0_IMG1_S2,[0.5196~0]
M_ProjCoef_MEAN_SPA_F0_IMG1_S3,[0.5595~0]
M_ProjCoef_MEAN_SPA_F0_IMG2_S0,[1.428909~0]
M_ProjCoef_MEAN_SPA_F0_IMG2_S1,[0.56775~0]
M_ProjCoef_MEAN_SPA_F0_IMG2_S2,[0.5196~0]
M_ProjCoef_MEAN_SPA_F0_IMG2_S3,[0.5595~0]
M_ProjCoef_MEAN_SPA_F0_IMG3_S0,[2.591694~0]
M_ProjCoef_MEAN_SPA_F0_IMG3_S1,[0.2271~0]
M_ProjCoef_MEAN_SPA_F0_IMG3_S2,[0.2079~0]
M_ProjCoef_MEAN_SPA_F0_IMG3_S3,[0.2238~0]
M_ProjCoef_MEAN_SPA_F0_IMG4_S0,[2.4434565~0]
M_ProjCoef_MEAN_SPA_F0_IMG4_S1,[0.2271~0]
M_ProjCoef_MEAN_SPA_F0_IMG4_S2,[0.2079~0]
M_ProjCoef_MEAN_SPA_F0_IMG4_S3,[0.2238~0]
M_ProjCoef_MEAN_SPA_F0_IMG5_S0,[0.2105475~0]
M_ProjCoef_MEAN_SPA_F0_IMG5_S1,[0.2271~0]
M_ProjCoef_MEAN_SPA_F0_IMG5_S2,[0.2079~0]
M_ProjCoef_MEAN_SPA_F0_IMG5_S3,[0.2238~0]
M_ProjCoef_MEAN_SPA_F2_IMG0_S0,[42.4588~0]
M_ProjCoef_MEAN_SPA_F2_IMG0_S1,[0.6264~0]
M_ProjCoef_MEAN_SPA_F2_IMG0_S2,[0.45255~0]
M_ProjCoef_MEAN_SPA_F2_IMG0_S3,[0.6216~0]
M_ProjCoef_MEAN_SPA_F2_IMG1_S0,[29.853~0]
M_ProjCoef_MEAN_SPA_F2_IMG1_S1,[0.42375~0]
M_ProjCoef_MEAN_SPA_F2_IMG1_S2,[0.45255~0]
M_ProjCoef_MEAN_SPA_F2_IMG1_S3,[0.6216~0]
M_ProjCoef_MEAN_SPA_F2_IMG2_S0,[0.5315445~0]
M_ProjCoef_MEAN_SPA_F2_IMG2_S1,[0.3282~0]
M_ProjCoef_MEAN_SPA_F2_IMG2_S2,[0.45255~0]
M_ProjCoef_MEAN_SPA_F2_IMG2_S3,[0.6216~0]
M_ProjCoef_MEAN_SPA_F2_IMG3_S0,[2.6006~0]
M_ProjCoef_MEAN_SPA_F2_IMG3_S1,[0.1312755~0]
M_ProjCoef_MEAN_SPA_F2_IMG3_S2,[0.18105~0]
M_ProjCoef_MEAN_SPA_F2_IMG3_S3,[0.2487~0]
M_ProjCoef_MEAN_SPA_F2_IMG4_S0,[0.2125575~0]
M_ProjCoef_MEAN_SPA_F2_IMG4_S1,[0.1312755~0]
M_ProjCoef_MEAN_SPA_F2_IMG4_S2,[0.18105~0]
M_ProjCoef_MEAN_SPA_F2_IMG4_S3,[0.2487~0]
M_ProjCoef_MEAN_SPA_F2_IMG5_S0,[0.2125575~0]
M_ProjCoef_MEAN_SPA_F2_IMG5_S1,[0.1312755~0]
M_ProjCoef_MEAN_SPA_F2_IMG5_S2,[0.18105~0]
M_ProjCoef_MEAN_SPA_F2_IMG5_S3,[0.2487~0]
M_ProjCoef_MEAN_SPA_F3_IMG0_S0,[51.3929~0]
M_ProjCoef_MEAN_SPA_F3_IMG0_S1,[1.46775~0]
M_ProjCoef_MEAN_SPA_F3_IMG0_S2,[0.47925~0]
M_ProjCoef_MEAN_SPA_F3_IMG0_S3,[0.47235~0]
M_ProjCoef_MEAN_SPA_F3_IMG1_S0,[57.8078~0]
M_ProjCoef_MEAN_SPA_F3_IMG1_S1,[0.5004~0]
M_ProjCoef_MEAN_SPA_F3_IMG1_S2,[0.47925~0]
M_ProjCoef_MEAN_SPA_F3_IMG1_S3,[0.47235~0]
M_ProjCoef_MEAN_SPA_F3_IMG2_S0,[0.5315445~0]
M_ProjCoef_MEAN_SPA_F3_IMG2_S1,[0.3402~0]
M_ProjCoef_MEAN_SPA_F3_IMG2_S2,[0.47925~0]
M_ProjCoef_MEAN_SPA_F3_IMG2_S3,[0.47235~0]
M_ProjCoef_MEAN_SPA_F3_IMG3_S0,[1.0962~0]
M_ProjCoef_MEAN_SPA_F3_IMG3_S1,[0.1360845~0]
M_ProjCoef_MEAN_SPA_F3_IMG3_S2,[0.1917~0]
M_ProjCoef_MEAN_SPA_F3_IMG3_S3,[0.189~0]
M_ProjCoef_MEAN_SPA_F3_IMG4_S0,[0.708927~0]
M_ProjCoef_MEAN_SPA_F3_IMG4_S1,[0.1360845~0]
M_ProjCoef_MEAN_SPA_F3_IMG4_S2,[0.1917~0]
M_ProjCoef_MEAN_SPA_F3_IMG4_S3,[0.189~0]
M_ProjCoef_MEAN_SPA_F3_IMG5_S0,[0.2125575~0]
M_ProjCoef_MEAN_SPA_F3_IMG5_S1,[0.1360845~0]
M_ProjCoef_MEAN_SPA_F3_IMG5_S2,[0.1917~0]
M_ProjCoef_MEAN_SPA_F3_IMG5_S3,[0.189~0]
M_ProjCoef_MEAN_SPA_F4_IMG0_S0,[30.4664745~0]
M_ProjCoef_MEAN_SPA_F4_IMG0_S1,[1.3014~0]
M_ProjCoef_MEAN_SPA_F4_IMG0_S2,[0.4581~0]
M_ProjCoef_MEAN_SPA_F4_IMG0_S3,[0.4908~0]
M_ProjCoef_MEAN_SPA_F4_IMG1_S0,[22.0849~0]
M_ProjCoef_MEAN_SPA_F4_IMG1_S1,[1.2309~0]
M_ProjCoef_MEAN_SPA_F4_IMG1_S2,[0.4581~0]
M_ProjCoef_MEAN_SPA_F4_IMG1_S3,[0.4908~0]
M_ProjCoef_MEAN_SPA_F4_IMG2_S0,[0.5337555~0]
M_ProjCoef_MEAN_SPA_F4_IMG2_S1,[0.34215~0]
M_ProjCoef_MEAN_SPA_F4_IMG2_S2,[0.4581~0]
M_ProjCoef_MEAN_SPA_F4_IMG2_S3,[0.4908~0]
M_ProjCoef_MEAN_SPA_F4_IMG3_S0,[0.213462~0]
M_ProjCoef_MEAN_SPA_F4_IMG3_S1,[0.1368495~0]
M_ProjCoef_MEAN_SPA_F4_IMG3_S2,[0.1833~0]
M_ProjCoef_MEAN_SPA_F4_IMG3_S3,[0.19635~0]
M_ProjCoef_MEAN_SPA_F4_IMG4_S0,[0.213462~0]
M_ProjCoef_MEAN_SPA_F4_IMG4_S1,[0.1368495~0]
M_ProjCoef_MEAN_SPA_F4_IMG4_S2,[0.1833~0]
M_ProjCoef_MEAN_SPA_F4_IMG4_S3,[0.19635~0]
M_ProjCoef_MEAN_SPA_F4_IMG5_S0,[0.213462~0]
M_ProjCoef_MEAN_SPA_F4_IMG5_S1,[0.1368495~0]
M_ProjCoef_MEAN_SPA_F4_IMG5_S2,[0.1833~0]
M_ProjCoef_MEAN_SPA_F4_IMG5_S3,[0.19635~0]
M_ProjCoef_STD_MC_F0_IMG0_S0,[30.4165~0.000000001]
