key,spec
ShapeSuitability_AEM_SIG99_F0_REG16_Max,[0.075~0]
ShapeSuitability_AEM_SIG99_F0_RMS,[0.04~0]
ShapeSuitability_AEM_SIG99_F2_REG01_Max,[4.8~0.000000001]
ShapeSuitability_AEM_SIG99_F2_REG02_Max,[5.2~0]
ShapeSuitability_AEM_SIG99_F2_REG03_Max,[5.6~0]
ShapeSuitability_AEM_SIG99_F2_REG04_Max,[5.9~0]
ShapeSuitability_AEM_SIG99_F2_REG06_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F2_REG07_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F2_REG08_Max,[7.5~0]
ShapeSuitability_AEM_SIG99_F2_REG09_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F2_REG10_Max,[8.5~0]
ShapeSuitability_AEM_SIG99_F2_REG13_Max,[0.6~0.000000001]
ShapeSuitability_AEM_SIG99_F2_REG14_Max,[0.75~0]
ShapeSuitability_AEM_SIG99_F2_REG15_Max,[0.06~0.000000001]
ShapeSuitability_AEM_SIG99_F2_REG16_Max,[0.075~0]
ShapeSuitability_AEM_SIG99_F2_RMS,[0.04~0]
ShapeSuitability_AEM_SIG99_F3_REG01_Max,[4.8~0.000000001]
ShapeSuitability_AEM_SIG99_F3_REG02_Max,[5.2~0]
ShapeSuitability_AEM_SIG99_F3_REG03_Max,[5.6~0]
ShapeSuitability_AEM_SIG99_F3_REG04_Max,[5.9~0]
ShapeSuitability_AEM_SIG99_F3_REG06_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F3_REG07_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F3_REG08_Max,[7.5~0]
ShapeSuitability_AEM_SIG99_F3_REG09_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F3_REG10_Max,[8.5~0]
ShapeSuitability_AEM_SIG99_F3_REG13_Max,[0.6~0.000000001]
ShapeSuitability_AEM_SIG99_F3_REG14_Max,[0.75~0]
ShapeSuitability_AEM_SIG99_F3_REG15_Max,[0.06~0.000000001]
ShapeSuitability_AEM_SIG99_F3_REG16_Max,[0.075~0]
ShapeSuitability_AEM_SIG99_F3_RMS,[0.04~0]
ShapeSuitability_AEM_SIG99_F4_REG01_Max,[4.8~0.000000001]
ShapeSuitability_AEM_SIG99_F4_REG02_Max,[5.2~0]
ShapeSuitability_AEM_SIG99_F4_REG03_Max,[5.6~0]
ShapeSuitability_AEM_SIG99_F4_REG04_Max,[5.9~0]
ShapeSuitability_AEM_SIG99_F4_REG06_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F4_REG07_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F4_REG08_Max,[7.5~0]
ShapeSuitability_AEM_SIG99_F4_REG09_Max,[6.2~0]
ShapeSuitability_AEM_SIG99_F4_REG10_Max,[8.5~0]
ShapeSuitability_AEM_SIG99_F4_REG13_Max,[0.6~0.000000001]
ShapeSuitability_AEM_SIG99_F4_REG14_Max,[0.75~0]
ShapeSuitability_AEM_SIG99_F4_REG15_Max,[0.06~0.000000001]
ShapeSuitability_AEM_SIG99_F4_REG16_Max,[0.075~0]
ShapeSuitability_AEM_SIG99_F4_RMS,[0.04~0]
ShapeSuitability_ONZ_M_F0_REG01_Max,[0.9~0.000000001]
ShapeSuitability_ONZ_M_F0_REG02_Max,[1~0]
ShapeSuitability_ONZ_M_F0_REG03_Max,[1.1~0]
ShapeSuitability_ONZ_M_F0_REG04_Max,[1.1~0]
ShapeSuitability_ONZ_M_F0_REG06_Max,[1.9~0]
ShapeSuitability_ONZ_M_F0_REG07_Max,[1.6~0]
ShapeSuitability_ONZ_M_F0_REG08_Max,[3.2~0]
ShapeSuitability_ONZ_M_F0_REG09_Max,[2.2~0]
ShapeSuitability_ONZ_M_F0_REG10_Max,[5.6~0]
ShapeSuitability_ONZ_M_F2_REG01_Max,[0.9~0.000000001]
ShapeSuitability_ONZ_M_F2_REG02_Max,[1~0]
ShapeSuitability_ONZ_M_F2_REG03_Max,[1.1~0]
ShapeSuitability_ONZ_M_F2_REG04_Max,[1.1~0]
ShapeSuitability_ONZ_M_F2_REG06_Max,[1.9~0]
ShapeSuitability_ONZ_M_F2_REG07_Max,[1.6~0]
ShapeSuitability_ONZ_M_F2_REG08_Max,[3.2~0]
ShapeSuitability_ONZ_M_F2_REG09_Max,[2.2~0]
ShapeSuitability_ONZ_M_F2_REG10_Max,[5.6~0]
ShapeSuitability_ONZ_M_F3_REG01_Max,[0.9~0.000000001]
ShapeSuitability_ONZ_M_F3_REG02_Max,[1~0]
ShapeSuitability_ONZ_M_F3_REG03_Max,[1.1~0]
ShapeSuitability_ONZ_M_F3_REG04_Max,[1.1~0]
ShapeSuitability_ONZ_M_F3_REG06_Max,[1.9~0]
ShapeSuitability_ONZ_M_F3_REG07_Max,[1.6~0]
ShapeSuitability_ONZ_M_F3_REG08_Max,[3.2~0]
ShapeSuitability_ONZ_M_F3_REG09_Max,[2.2~0]
ShapeSuitability_ONZ_M_F3_REG10_Max,[5.6~0]
ShapeSuitability_ONZ_M_F4_REG01_Max,[0.9~0.000000001]
ShapeSuitability_ONZ_M_F4_REG02_Max,[1~0]
ShapeSuitability_ONZ_M_F4_REG03_Max,[1.1~0]
ShapeSuitability_ONZ_M_F4_REG04_Max,[1.1~0]
ShapeSuitability_ONZ_M_F4_REG06_Max,[1.9~0]
ShapeSuitability_ONZ_M_F4_REG07_Max,[1.6~0]
ShapeSuitability_ONZ_M_F4_REG08_Max,[3.2~0]
ShapeSuitability_ONZ_M_F4_REG09_Max,[2.2~0]
ShapeSuitability_ONZ_M_F4_REG10_Max,[5.6~0]
ShapeSuitability_ONZ_SIG00_F0_REG13_Max,[0.5~0.000000001]
ShapeSuitability_ONZ_SIG00_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG00_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG00_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG00_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG00_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG00_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG00_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG00_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG00_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG00_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG00_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG00_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG00_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG00_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG00_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG00_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG00_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG00_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG00_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG01_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG01_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG01_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG01_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG01_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG01_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG01_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG01_F0_REG13_Max,[0.5~0.000000001]
ShapeSuitability_ONZ_SIG01_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG01_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG01_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG01_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG01_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG01_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG01_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG01_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG01_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG01_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG01_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG01_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG01_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG01_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG01_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG01_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG01_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG01_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG01_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG01_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG01_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG01_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG01_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG01_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG01_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG01_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG01_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG01_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG01_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG01_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG01_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG01_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG01_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG01_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG01_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG01_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG01_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG01_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG01_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG01_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG01_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG02_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG02_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG02_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG02_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG02_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG02_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG02_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG02_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG02_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG02_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG02_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG02_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG02_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG02_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG02_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG02_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG02_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG02_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG02_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG02_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG02_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG02_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG02_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG02_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG02_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG02_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG02_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG02_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG02_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG02_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG02_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG02_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG02_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG02_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG02_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG02_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG02_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG02_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG02_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG02_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG02_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG02_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG02_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG02_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG02_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG02_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG02_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG02_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG02_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG03_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG03_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG03_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG03_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG03_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG03_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG03_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG03_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG03_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG03_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG03_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG03_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG03_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG03_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG03_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG03_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG03_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG03_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG03_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG03_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG04_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG04_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG04_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG04_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG04_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG04_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG04_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG04_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG04_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG04_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG04_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG04_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG04_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG04_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG04_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG04_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG04_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG04_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG04_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG04_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG04_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG04_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG04_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG04_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG04_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG04_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG04_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG04_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG04_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG04_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG04_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG04_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG04_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG04_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG04_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG04_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG04_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG04_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG04_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG04_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG04_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG04_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG04_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG04_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG04_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG04_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG04_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG04_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG04_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG05_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG05_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG05_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG05_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG05_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG05_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG05_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG05_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG05_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG05_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG05_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG05_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG05_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG05_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG05_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG05_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG05_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG05_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG05_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG05_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG06_F0_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG06_F0_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG06_F0_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG06_F0_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG06_F0_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F0_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F0_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG06_F0_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG06_F0_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG06_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG06_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG06_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG06_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG06_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG06_F2_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG06_F2_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG06_F2_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG06_F2_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG06_F2_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F2_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F2_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG06_F2_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG06_F2_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG06_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG06_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG06_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG06_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG06_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG06_F3_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG06_F3_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG06_F3_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG06_F3_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG06_F3_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F3_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F3_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG06_F3_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG06_F3_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG06_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG06_F3_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG06_F3_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG06_F3_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG06_F3_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG06_F4_REG01_Max,[1.4~0.000000001]
ShapeSuitability_ONZ_SIG06_F4_REG02_Max,[1.5~0]
ShapeSuitability_ONZ_SIG06_F4_REG03_Max,[1.6~0]
ShapeSuitability_ONZ_SIG06_F4_REG04_Max,[1.7~0]
ShapeSuitability_ONZ_SIG06_F4_REG06_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F4_REG07_Max,[1.8~0]
ShapeSuitability_ONZ_SIG06_F4_REG08_Max,[2.7~0]
ShapeSuitability_ONZ_SIG06_F4_REG09_Max,[2~0]
ShapeSuitability_ONZ_SIG06_F4_REG10_Max,[3.6~0]
ShapeSuitability_ONZ_SIG06_F4_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG06_F4_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG06_F4_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG06_F4_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG06_F4_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG07_F0_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG07_F0_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG07_F0_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG07_F0_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG07_F0_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG07_F2_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG07_F2_REG14_Max,[0.375~0]
ShapeSuitability_ONZ_SIG07_F2_REG15_Max,[0.08~0.000000001]
ShapeSuitability_ONZ_SIG07_F2_REG16_Max,[0.1~0]
ShapeSuitability_ONZ_SIG07_F2_RMS,[0.044~0]
ShapeSuitability_ONZ_SIG07_F3_REG13_Max,[0.3~0.000000001]
ShapeSuitability_ONZ_SIG07_F3_REG14_Max,[0.375~0]
